gene	meth_pos	meth_density	mean_meth
g6513	0	0	0
g6514	0	0	0
g6515	0	0	0
g6516	6	300	30.17
g6517	1	50	1
g6518	43	2150	0.14
g6519	0	0	0
g6520	0	0	0
g6521	65	3250	0.15
g6522	0	0	0
g6523	0	0	0
g6524	0	0	0
g6525	7	350	28
g6526	0	0	0
g6527	0	0	0
g6528	7	350	1.43
g6529	26	1300	0.31
g6530	0	0	0
g6531	47	2350	21.36
g6532	7	350	0
g6533	26	1300	14
g6534	0	0	0
g6535	0	0	0
g6536	4	200	0
g6537	27	1350	14.37
g6538	31	1550	0.23
g6539	10	500	6.6
g6540	3	150	0
g6541	1	50	0
g6542	0	0	0
g6543	21	1050	0.1
g6544	11	550	0.18
g6545	0	0	0
g6546	0	0	0
g6547	0	0	0
g6548	0	0	0
g6549	8	400	0.12
g6550	15	750	0.07
g6551	0	0	0
g6552	0	0	0
g6553	0	0	0
g6554	72	3600	253.6
g6555	0	0	0
g6556	0	0	0
g6557	0	0	0
g6558	5	250	0
g6559	0	0	0
g6560	1	50	0
g6561	0	0	0
g6562	3	150	0
g6563	0	0	0
g6564	16	800	0.31
g6565	0	0	0
g6566	45	2250	0.33
g6567	0	0	0
g6568	152	7600	200.27
g6569	0	0	0
g6570	0	0	0
g6571	20	1000	0.05
g6572	0	0	0
g6573	0	0	0
g6574	1	50	186
g6575	1	50	191
g6576	1	50	179
g6577	5	250	0
g6578	1	50	0
g6579	30	1500	0.03
g6580	0	0	0
g6581	43	2150	0.07
g6582	52	2600	60.38
g6583	2	100	0
g6584	104	5200	17.7
g6585	71	3550	0.11
g6586	1	50	0
g6587	4	200	0
g6588	0	0	0
g6589	5	250	0.6
g6590	0	0	0
g6591	2	100	0
g6592	355	17750	1.17
g6593	0	0	0
g6594	0	0	0
g6595	0	0	0
g6596	0	0	0
g6597	32	1600	0.22
g6598	16	800	131.38
g6599	20	1000	0.05
g6600	4	200	0
g6601	0	0	0
g6602	0	0	0
g6603	0	0	0
g6604	28	1400	1.29
g6605	15	750	0.07
g6606	72	3600	0.08
g6607	25	1250	0.32
g6608	0	0	0
g6609	19	950	0
g6610	106	5300	0.05
g6611	0	0	0
g6612	0	0	0
g6613	0	0	0
g6614	2	100	0.5
g6615	0	0	0
g6616	0	0	0
g6617	0	0	0
g6618	0	0	0
g6619	0	0	0
g6620	0	0	0
g6621	0	0	0
g6622	1	50	195
g6623	5	250	0
g6624	44	2200	21.32
g6625	32	1600	0.09
g6626	36	1800	0.03
g6627	5	250	1.8
g6628	23	1150	0
g6629	12	600	0.08
g6630	93	4650	0.42
g6631	0	0	0
g6632	3	150	191.67
g6633	0	0	0
g6634	0	0	0
g6635	0	0	0
g6636	0	0	0
g6637	15	750	73.53
g6638	0	0	0
g6639	0	0	0
g6640	0	0	0
g6641	0	0	0
g6642	0	0	0
g6643	0	0	0
g6644	11	550	0
g6645	217	10850	1.43
g6646	38	1900	0.74
g6647	26	1300	0.04
g6648	0	0	0
g6649	52	2600	0.13
g6650	0	0	0
g6651	8	400	71.5
g6652	0	0	0
g6653	0	0	0
g6654	0	0	0
g6655	0	0	0
g6656	0	0	0
g6657	0	0	0
tRNA-Glu156_gene	0	0	0
g6658	2	100	2
g6659	0	0	0
g6660	0	0	0
g6661	27	1350	0.04
g6662	14	700	0
g6663	13	650	8.92
g6664	2	100	0
g6665	1	50	0
g6666	0	0	0
g6667	0	0	0
g6668	37	1850	0.16
g6669	0	0	0
g6670	54	2700	0.28
g6671	21	1050	0.05
g6672	0	0	0
g6673	7	350	176.14
g6674	2	100	0
g6675	10	500	0.2
g6676	6	300	0
g6677	26	1300	1.04
g6678	1	50	1
g6679	12	600	0.33
g6680	32	1600	64.41
g6681	0	0	0
g6682	0	0	0
g6683	0	0	0
g6684	0	0	0
g6685	0	0	0
g6686	0	0	0
g6687	1	50	0
g6688	0	0	0
g6689	0	0	0
g6690	1	50	0
g6691	0	0	0
g6692	23	1150	0.04
g6693	9	450	0.11
g6694	39	1950	0.13
g6695	0	0	0
g6696	0	0	0
g6697	0	0	0
g6698	18	900	0.06
g6699	0	0	0
g6700	0	0	0
g6701	0	0	0
g6702	0	0	0
g6703	0	0	0
g6704	0	0	0
g6705	7	350	48.71
g6706	0	0	0
g6707	0	0	0
g6708	0	0	0
g6709	0	0	0
g6710	27	1350	117.04
g6711	0	0	0
g6712	0	0	0
g6713	4	200	0.25
g6714	0	0	0
g6715	0	0	0
g6716	6	300	0
g6717	34	1700	0.12
g6718	8	400	0
g6719	0	0	0
g6720	13	650	0.08
g6721	2	100	0
g6722	50	2500	0.72
g6723	35	1750	23.74
g6724	0	0	0
g6725	28	1400	6.36
g6726	6	300	9.83
g6727	38	1900	0.11
g6728	37	1850	0.22
g6729	22	1100	0
g6730	1	50	200
g6731	207	10350	28.13
g6732	15	750	0.47
g6733	0	0	0
g6734	0	0	0
g6735	47	2350	0.11
g6736	14	700	0
g6737	11	550	0
g6738	0	0	0
g6739	12	600	0.33
g6740	123	6150	0.11
g6741	0	0	0
g6742	0	0	0
g6743	0	0	0
g6744	0	0	0
g6745	0	0	0
g6746	0	0	0
g6747	0	0	0
g6748	1	50	184
g6749	0	0	0
g6750	0	0	0
g6751	74	3700	0.23
g6752	0	0	0
g6753	55	2750	1.64
g6754	0	0	0
g6755	0	0	0
g6756	0	0	0
g6757	66	3300	0.2
g6758	0	0	0
g6759	0	0	0
g6760	0	0	0
g6761	56	2800	0.11
g6762	5	250	60.4
g6763	0	0	0
g6764	0	0	0
g6765	0	0	0
g6766	0	0	0
g6767	0	0	0
g6768	23	1150	0.17
g6769	0	0	0
g6770	0	0	0
g6771	0	0	0
g6772	14	700	0.07
g6773	11	550	0.09
g6774	5	250	78
g6775	1	50	0
g6776	1	50	196
g6777	0	0	0
g6778	0	0	0
g6779	0	0	0
g6780	93	4650	0.32
g6781	3	150	160.33
g6782	14	700	0.71
g6783	37	1850	0.11
g6784	0	0	0
g6785	0	0	0
g6786	0	0	0
g6787	0	0	0
g6788	182	9100	132.4
g6789	0	0	0
g6790	0	0	0
g6791	0	0	0
g6792	0	0	0
g6793	0	0	0
g6794	0	0	0
g6795	0	0	0
g6796	0	0	0
g6797	0	0	0
g6798	28	1400	0.43
g6799	32	1600	0
g6800	2	100	0
g6801	0	0	0
g6802	0	0	0
tRNA-Leu163_gene	6	300	18.5
tRNA-Leu162_gene	8	400	31.88
tRNA-Leu161_gene	6	300	24.83
tRNA-Leu160_gene	8	400	14.62
tRNA-Leu159_gene	6	300	20.83
tRNA-Leu158_gene	8	400	20.62
tRNA-Leu157_gene	0	0	0
g6803	0	0	0
g6804	0	0	0
g6805	14	700	0
g6806	0	0	0
g6807	34	1700	0.38
g6808	86	4300	0.38
g6809	0	0	0
g6810	8	400	0
g6811	0	0	0
g6812	0	0	0
g6813	0	0	0
g6814	0	0	0
g6815	0	0	0
g6816	0	0	0
g6817	0	0	0
g6818	0	0	0
g6819	0	0	0
g6820	32	1600	0.03
g6821	0	0	0
g6822	4	200	172.5
g6823	0	0	0
g6824	0	0	0
g6825	0	0	0
g6826	10	500	74.6
g6827	0	0	0
g6828	22	1100	3.27
g6829	11	550	3.45
g6830	0	0	0
g6831	2	100	0
g6832	15	750	0.13
g6833	22	1100	9.18
g6834	0	0	0
g6835	48	2400	0.15
g6836	0	0	0
g6837	74	3700	17.2
g6838	34	1700	12.06
g6839	0	0	0
g6840	0	0	0
g6841	0	0	0
g6842	0	0	0
g6843	0	0	0
g6844	0	0	0
g6846	0	0	0
g6847	0	0	0
g6848	0	0	0
g6849	0	0	0
g6850	104	5200	0.36
g6851	0	0	0
g6852	3	150	208
g6853	0	0	0
g6854	8	400	192.38
g6855	0	0	0
g6856	3	150	0
g6857	6	300	0
g6858	0	0	0
g6859	0	0	0
g6860	0	0	0
g6861	4	200	154.25
g6862	4	200	0.25
g6863	6	300	0
g6864	42	2100	0.05
g6865	30	1500	13.6
g6866	47	2350	0.09
g6867	47	2350	0.02
g6868	13	650	0.08
g6869	36	1800	0.78
g6870	10	500	0.2
g6871	0	0	0
g6872	0	0	0
g6873	0	0	0
g6874	0	0	0
g6875	1	50	2
g6876	0	0	0
g6877	1	50	0
g6878	0	0	0
g6879	0	0	0
g6880	0	0	0
g6882	0	0	0
g6883	0	0	0
g6884	6	300	3
g6885	0	0	0
g6886	0	0	0
g6887	0	0	0
g6888	0	0	0
g6889	65	3250	0.08
g6890	1	50	0
g6891	63	3150	0.03
g6893	36	1800	0.11
g6894	61	3050	1.7
g6895	0	0	0
g6896	4	200	0
g6897	131	6550	0.12
g6898	11	550	0.27
g6899	49	2450	0.1
g6900	19	950	0.05
g6901	6	300	0
g6902	3	150	0.33
g6903	5	250	0.2
g6904	21	1050	0.05
g6905	29	1450	0.1
g6906	23	1150	2.74
g6907	0	0	0
g6908	0	0	0
g6909	0	0	0
g6910	5	250	0.4
g6911	0	0	0
g6912	0	0	0
g6913	0	0	0
g6914	1	50	12
g6915	37	1850	0.05
g6916	0	0	0
g6917	0	0	0
g6919	58	2900	3.31
g6920	5	250	189.2
g6921	9	450	0.22
g6922	12	600	0.5
g6923	17	850	0.12
g6924	0	0	0
g6925	0	0	0
g6926	0	0	0
g6927	21	1050	0.05
g6928	6	300	0
g6929	16	800	0.06
g6930	3	150	0.33
g6931	0	0	0
g6932	0	0	0
g6933	0	0	0
g6934	0	0	0
g6935	0	0	0
g6936	0	0	0
g6937	101	5050	0.87
g6938	41	2050	37.59
g6939	0	0	0
g6940	0	0	0
g6941	1	50	130
g6942	0	0	0
g6943	0	0	0
g6944	0	0	0
g6945	11	550	0.09
g6946	23	1150	42.3
g6947	46	2300	0.65
g6948	0	0	0
g6949	0	0	0
g6950	2	100	173.5
g6951	0	0	0
g6952	0	0	0
g6953	60	3000	0.12
g6954	0	0	0
g6955	2	100	0
g6956	0	0	0
g6957	0	0	0
g6958	0	0	0
tRNA-Ala164_gene	0	0	0
g6959	0	0	0
g6960	0	0	0
g6961	6	300	0
g6962	0	0	0
g6963	0	0	0
g6964	0	0	0
g6965	0	0	0
g6966	0	0	0
g6967	0	0	0
g6968	0	0	0
g6969	0	0	0
g6970	12	600	0.5
g6971	6	300	0.17
g6972	0	0	0
g6973	0	0	0
g6974	10	500	179.8
g6975	30	1500	0.07
g6976	0	0	0
g6977	152	7600	0.07
g6978	62	3100	0.13
g6979	1	50	0
g6980	0	0	0
g6981	0	0	0
g6982	0	0	0
g6983	86	4300	0.03
g6984	66	3300	4.76
g6985	3	150	75.33
g6986	3	150	0
g6987	0	0	0
g6988	1	50	197
g6989	0	0	0
g6990	1	50	14
g6991	30	1500	0.07
g6992	8	400	0
g6993	19	950	0.21
g6994	2	100	28
g6995	0	0	0
g6996	0	0	0
g6997	0	0	0
g6998	33	1650	0.58
g6999	7	350	0
g7000	9	450	0
g7001	6	300	0
g7002	3	150	0
g7003	0	0	0
g7004	4	200	41
g7005	11	550	0.18
g7006	62	3100	0.08
g7007	0	0	0
g7008	0	0	0
g7009	89	4450	0.42
g7010	38	1900	2.11
g7011	10	500	0.2
g7012	22	1100	0.05
g7013	2	100	0
g7014	0	0	0
g7015	0	0	0
g7016	0	0	0
g7017	40	2000	0.2
g7018	41	2050	0.44
g7019	30	1500	0.13
g7020	0	0	0
g7021	4	200	0
g7022	0	0	0
g7023	10	500	0.1
g7024	8	400	0
g7025	2	100	102.5
g7026	0	0	0
g7027	1	50	0
g7028	0	0	0
tRNA-Ser165_gene	8	400	21.25
tRNA-iMet166_gene	4	200	8.25
g7029	302	15100	2.54
g7030	15	750	0.07
g7031	36	1800	0
g7032	0	0	0
g7033	98	4900	0.22
g7034	32	1600	0.25
g7035	45	2250	0.04
g7036	0	0	0
g7037	173	8650	5.39
g7038	85	4250	0.13
g7039	94	4700	7.67
g7040	36	1800	0.14
g7041	59	2950	0.08
g7042	0	0	0
g7043	10	500	0.1
g7044	0	0	0
g7045	16	800	0.12
g7046	42	2100	3.9
g7047	0	0	0
g7048	0	0	0
g7049	58	2900	0.14
g7050	5	250	0.2
g7051	67	3350	0.04
g7052	30	1500	0.07
g7053	47	2350	0.04
g7054	6	300	0.67
g7055	1	50	183
g7056	0	0	0
g7057	0	0	0
g7058	15	750	0
g7059	31	1550	0.1
g7060	8	400	0
g7061	0	0	0
g7062	40	2000	0.03
g7063	103	5150	0.16
g7064	0	0	0
g7065	0	0	0
g7066	0	0	0
g7067	0	0	0
g7068	247	12350	2.76
g7069	0	0	0
g7070	9	450	0.11
g7071	14	700	0
g7072	0	0	0
g7073	0	0	0
g7074	0	0	0
g7075	21	1050	19.24
g7076	1	50	0
g7077	0	0	0
g7078	0	0	0
g7079	0	0	0
g7080	8	400	0
g7081	6	300	27.67
g7082	1	50	225
g7083	1	50	220
g7084	2	100	188.5
g7085	98	4900	0.06
g7086	90	4500	0.3
g7087	137	6850	0.23
g7088	20	1000	0.1
g7089	0	0	0
g7090	13	650	0
g7091	65	3250	0.05
g7092	0	0	0
g7093	0	0	0
g7094	25	1250	4.76
g7095	20	1000	15.7
g7096	8	400	0
g7097	44	2200	0.09
g7098	28	1400	0.18
g7099	230	11500	0.11
g7100	16	800	0.06
g7101	0	0	0
tRNA-Ser167_gene	7	350	0
tRNA-Gly169_gene	7	350	0.29
g7102	0	0	0
g7103	0	0	0
tRNA-Arg168_gene	5	250	0.2
g7104	13	650	0
g7105	57	2850	1.18
g7106	0	0	0
g7107	43	2150	69.05
g7108	89	4450	2.3
g7109	75	3750	17.93
g7110	3	150	0
g7111	29	1450	141.24
g7112	68	3400	0.26
g7113	87	4350	1.34
g7115	107	5350	0.1
g7116	2	100	0
g7117	7	350	0.43
g7118	20	1000	0.95
g7119	10	500	0.1
g7120	1	50	75
g7121	0	0	0
g7122	50	2500	0.14
g7123	22	1100	0.18
g7124	18	900	0.22
g7125	29	1450	0.1
g7126	0	0	0
g7127	0	0	0
g7128	0	0	0
g7129	0	0	0
g7130	0	0	0
g7131	0	0	0
g7132	1	50	0
g7133	32	1600	4.66
g7134	0	0	0
g7135	0	0	0
g7136	293	14650	9.1
g7137	2	100	0
g7138	13	650	0.15
g7139	4	200	0
g7140	0	0	0
g7141	0	0	0
g7142	155	7750	0.06
tRNA-SeC170_gene	0	0	0
g7143	10	500	0
g7144	23	1150	0.22
g7145	25	1250	0.04
g7146	5	250	0
g7147	22	1100	0.05
g7148	18	900	0.17
g7149	69	3450	0.13
g7150	0	0	0
g7151	2	100	0
g7152	98	4900	0.18
g7153	106	5300	0.81
g7154	2	100	1
g7155	0	0	0
g7156	0	0	0
g7157	39	1950	8.72
g7158	0	0	0
g7159	0	0	0
g7160	0	0	0
g7161	0	0	0
g7162	0	0	0
g7163	0	0	0
g7164	131	6550	2.83
g7165	0	0	0
g7166	0	0	0
g7167	0	0	0
g7168	13	650	0
g7169	11	550	0
g7170	0	0	0
g7171	0	0	0
g7172	0	0	0
g7173	6	300	1.67
g7174	17	850	0.12
g7175	35	1750	0.03
g7176	1	50	0
g7177	1	50	203
g7178	15	750	11.93
g7179	1	50	0
g7180	1	50	0
g7181	0	0	0
g7182	0	0	0
g7183	59	2950	1.8
g7184	0	0	0
g7185	0	0	0
g7186	0	0	0
g7187	0	0	0
g7188	0	0	0
g7189	0	0	0
g7190	0	0	0
g7191	5	250	0
g7192	293	14650	0.33
g7193	46	2300	0.07
g7194	0	0	0
g7195	13	650	0
g7196	13	650	0
g7197	32	1600	5.59
g7198	44	2200	0.07
g7199	28	1400	0.11
g7200	6	300	0
g7201	46	2300	0.11
g7202	1	50	0
g7203	0	0	0
g7204	19	950	28.16
g7205	0	0	0
g7206	0	0	0
g7207	0	0	0
g7208	23	1150	0.04
g7209	0	0	0
g7210	11	550	237.64
g7211	7	350	443.57
g7212	45	2250	0.11
g7213	11	550	0
g7214	44	2200	0.02
g7215	55	2750	0.31
g7216	19	950	0.11
g7217	22	1100	0.05
g7218	55	2750	92.93
g7219	17	850	10.47
g7220	0	0	0
g7221	0	0	0
g7222	104	5200	0.18
g7223	35	1750	0.29
g7224	131	6550	0.28
g7225	3	150	0.33
g7226	312	15600	0.52
g7227	12	600	0.08
g7228	10	500	0.1
g7229	45	2250	4.4
g7230	3	150	167
g7231	10	500	0.2
g7232	4	200	154.25
g7233	0	0	0
g7234	7	350	0.71
g7235	0	0	0
g7236	0	0	0
g7237	0	0	0
g7238	0	0	0
g7239	127	6350	0.19
g7240	0	0	0
g7241	4	200	16.25
g7242	0	0	0
g7243	31	1550	9.19
g7244	17	850	0.12
g7245	0	0	0
g7246	61	3050	0.1
g7247	9	450	0
g7248	27	1350	0.26
g7249	25	1250	0.4
g7250	0	0	0
g7251	0	0	0
g7252	0	0	0
g7253	0	0	0
g7254	1	50	0
g7255	0	0	0
g7256	1	50	0
g7257	33	1650	7.52
g7258	0	0	0
g7259	10	500	0
g7260	13	650	0.08
g7261	48	2400	0.02
g7262	85	4250	0.13
g7263	27	1350	0.04
g7264	60	3000	0.07
g7265	0	0	0
g7266	0	0	0
g7267	0	0	0
g7268	0	0	0
g7269	7	350	0
g7270	7	350	0
g7271	33	1650	0.09
g7272	16	800	0
g7273	18	900	0.06
g7274	18	900	0.06
g7275	77	3850	55.55
g7276	0	0	0
g7277	18	900	223.72
g7278	26	1300	366.96
g7279	60	3000	380.05
g7280	30	1500	178.97
g7281	217	10850	134.97
g7282	0	0	0
g7283	19	950	0
g7284	0	0	0
g7285	46	2300	133.67
g7286	12	600	136.83
g7287	0	0	0
g7288	0	0	0
g7289	12	600	0.25
g7290	1	50	169
g7291	71	3550	0.13
g7292	0	0	0
g7293	0	0	0
g7294	2	100	2
g7295	0	0	0
g7296	45	2250	0.09
g7297	89	4450	27.11
g7298	0	0	0
g7299	56	2800	0.11
g7300	0	0	0
g7301	36	1800	0.92
g7302	25	1250	31.08
g7303	43	2150	0.16
g7304	0	0	0
g7305	0	0	0
g7306	6	300	137
g7307	0	0	0
g7308	117	5850	6.87
g7309	54	2700	0.22
g7310	23	1150	0.22
g7311	6	300	0.33
g7312	0	0	0
g7313	48	2400	9.85
g7314	28	1400	8.39
g7315	51	2550	1.27
g7316	8	400	0.88
g7317	50	2500	0.02
g7318	17	850	0.06
g7319	18	900	0.06
g7320	2	100	167.5
g7321	7	350	0
g7322	6	300	0.17
g7323	0	0	0
g7324	0	0	0
g7325	41	2050	0.66
g7326	37	1850	0.35
g7327	12	600	0
g7328	0	0	0
g7329	5	250	108.6
g7330	0	0	0
g7331	0	0	0
g7332	1	50	0
g7333	0	0	0
g7335	0	0	0
g7336	0	0	0
g7337	0	0	0
g7338	31	1550	139.35
g7339	27	1350	101.22
g7340	0	0	0
g7341	0	0	0
g7342	22	1100	0
g7343	2	100	0
g7344	0	0	0
g7345	0	0	0
g7346	0	0	0
g7347	0	0	0
g7348	51	2550	0.49
g7349	91	4550	38.14
g7350	2	100	107.5
g7351	30	1500	0.27
g7352	15	750	0.2
g7353	13	650	107.85
g7354	4	200	0
g7355	9	450	0
g7356	0	0	0
g7357	0	0	0
g7358	0	0	0
g7359	21	1050	0.14
g7360	0	0	0
g7361	0	0	0
g7362	0	0	0
g7363	0	0	0
g7364	1	50	51
g7365	0	0	0
g7366	0	0	0
g7367	95	4750	0.05
g7368	3	150	0.33
g7369	3	150	76
g7370	8	400	93
g7371	0	0	0
g7372	0	0	0
g7373	0	0	0
g7374	0	0	0
g7375	0	0	0
g7376	0	0	0
g7377	0	0	0
g7378	0	0	0
g7379	42	2100	19.26
g7380	35	1750	0.09
g7381	0	0	0
g7382	0	0	0
g7383	79	3950	0.06
g7384	0	0	0
g7385	0	0	0
g7386	0	0	0
g7387	0	0	0
g7388	0	0	0
g7389	0	0	0
g7390	0	0	0
g7391	0	0	0
g7392	16	800	7.19
g7393	0	0	0
g7394	10	500	180.8
g7395	0	0	0
g7396	0	0	0
g7397	0	0	0
g7398	0	0	0
g7399	0	0	0
g7400	11	550	0.09
g7401	0	0	0
g7402	0	0	0
g7403	4	200	216.25
g7404	160	8000	0.25
g7405	2	100	0
g7406	0	0	0
g7407	0	0	0
g7408	0	0	0
g7409	14	700	47.79
g7410	8	400	44.75
g7411	24	1200	0.08
g7412	6	300	0.17
g7413	0	0	0
g7414	0	0	0
g7415	4	200	15.25
g7416	0	0	0
g7417	44	2200	0.02
g7418	9	450	0
g7419	139	6950	0.09
g7420	56	2800	6.82
g7421	19	950	0.37
g7422	0	0	0
g7423	2	100	73
g7424	6	300	0
g7425	16	800	0.06
g7426	47	2350	9.36
g7427	0	0	0
g7428	0	0	0
g7429	2	100	0
g7430	110	5500	212.96
tRNA-Ala176_gene	0	0	0
tRNA-Pro175_gene	0	0	0
tRNA-Val174_gene	0	0	0
g7431	9	450	1.56
g7432	52	2600	2.87
g7433	130	6500	1.2
g7434	46	2300	2.76
g7435	0	0	0
g7436	0	0	0
g7437	36	1800	1.83
g7438	31	1550	0.61
g7439	12	600	143.42
g7440	2	100	1
g7441	4	200	0.5
g7442	141	7050	4.5
g7443	14	700	1.29
g7444	15	750	0
g7445	0	0	0
g7446	144	7200	0.15
tRNA-Ser173_gene	0	0	0
tRNA-Ser171_gene	0	0	0
tRNA-Ser172_gene	0	0	0
g7447	12	600	50.58
g7448	0	0	0
g7449	7	350	3.14
g7450	0	0	0
g7451	10	500	0.1
g7452	0	0	0
g7453	0	0	0
g7454	0	0	0
g7455	0	0	0
g7456	4	200	178.25
g7457	2	100	184.5
g7458	0	0	0
g7459	0	0	0
g7460	0	0	0
g7461	0	0	0
g7462	0	0	0
g7463	62	3100	0.13
g7464	1	50	60
g7465	0	0	0
g7466	22	1100	0
g7467	60	3000	0.23
g7468	16	800	0.12
g7469	11	550	0
g7470	54	2700	0.24
g7471	0	0	0
g7473	0	0	0
g7474	0	0	0
g7475	24	1200	0.83
g7476	92	4600	0.25
g7477	0	0	0
g7478	66	3300	0.03
g7479	0	0	0
g7480	0	0	0
g7481	106	5300	0.24
g7482	64	3200	0.11
g7483	10	500	0.2
g7484	0	0	0
g7485	0	0	0
g7486	16	800	0
g7487	0	0	0
g7488	4	200	17.25
g7489	45	2250	0.38
g7490	4	200	177
g7491	28	1400	0.07
g7492	65	3250	0.06
g7493	17	850	0.47
g7494	16	800	0
g7495	69	3450	0.12
g7496	19	950	0.47
g7497	0	0	0
g7498	0	0	0
g7499	0	0	0
g7500	0	0	0
g7501	5	250	0
g7502	0	0	0
g7503	0	0	0
g7504	0	0	0
g7505	0	0	0
g7506	0	0	0
g7507	0	0	0
g7508	0	0	0
g7509	0	0	0
g7510	48	2400	8.21
g7511	61	3050	2.72
g7512	83	4150	4.46
g7513	35	1750	0.03
g7514	1	50	0
g7515	0	0	0
g7516	0	0	0
g7517	0	0	0
g7518	0	0	0
g7519	119	5950	7.13
g7520	8	400	0
g7521	56	2800	0.41
g7522	0	0	0
g7523	0	0	0
g7524	0	0	0
g7525	0	0	0
g7526	50	2500	39.32
g7527	118	5900	1.14
g7528	26	1300	0.35
g7529	280	14000	0.31
g7530	10	500	0.2
g7531	0	0	0
g7532	8	400	2.25
g7533	0	0	0
g7534	3	150	1.33
g7535	2	100	79.5
g7536	3	150	63.67
g7537	0	0	0
g7538	0	0	0
g7539	0	0	0
g7540	2	100	172
g7541	11	550	150.82
g7542	0	0	0
g7543	5	250	132.8
g7544	0	0	0
g7545	7	350	142.57
g7547	114	5700	0.16
g7548	25	1250	0
g7549	36	1800	0.08
tRNA-Gly177_gene	0	0	0
g7550	11	550	0.18
g7551	3	150	172.67
g7552	3	150	195.33
g7553	0	0	0
g7554	35	1750	0.09
g7555	130	6500	0.1
g7556	5	250	0
g7557	0	0	0
g7558	10	500	0.1
g7559	11	550	3.55
g7560	28	1400	0.04
g7561	6	300	0.17
g7562	19	950	0.05
g7563	2	100	179.5
g7564	0	0	0
g7565	13	650	0.08
g7566	0	0	0
g7567	23	1150	0
g7568	10	500	0
g7569	12	600	203.25
g7570	156	7800	0.34
g7571	0	0	0
g7572	0	0	0
g7573	56	2800	0.09
g7574	0	0	0
g7575	11	550	0
g7576	21	1050	0.14
g7577	0	0	0
g7578	36	1800	0.19
g7579	13	650	0.08
g7580	0	0	0
g7581	0	0	0
g7582	0	0	0
g7583	54	2700	0.67
g7584	57	2850	0.02
g7585	56	2800	0.32
g7586	17	850	0.06
g7587	1	50	0
g7588	25	1250	191.24
g7589	0	0	0
g7590	1	50	229
g7591	0	0	0
g7592	0	0	0
g7593	0	0	0
g7594	0	0	0
g7595	9	450	0.33
g7596	86	4300	0.19
g7597	137	6850	0.29
g7598	0	0	0
g7599	0	0	0
g7600	0	0	0
g7601	8	400	135.75
tRNA-Arg183_gene	0	0	0
tRNA-Trp178_gene	0	0	0
tRNA-Leu182_gene	0	0	0
tRNA-Arg181_gene	0	0	0
tRNA-Trp179_gene	0	0	0
tRNA-Leu180_gene	0	0	0
g7602	5	250	50.6
g7603	25	1250	0
g7604	8	400	72.75
g7605	18	900	0
g7606	12	600	0.17
g7607	0	0	0
g7608	1	50	192
g7609	2	100	0
g7610	2	100	0
g7611	0	0	0
g7612	0	0	0
g7614	0	0	0
g7615	0	0	0
g7616	96	4800	0.06
g7617	12	600	0
g7618	0	0	0
g7619	21	1050	0.19
g7620	0	0	0
g7621	0	0	0
g7622	0	0	0
g7623	21	1050	125.67
g7624	49	2450	129.65
g7625	0	0	0
g7626	179	8950	0.19
g7627	0	0	0
g7628	0	0	0
g7629	1	50	4
g7630	29	1450	0.07
g7631	0	0	0
g7632	0	0	0
g7633	0	0	0
g7634	0	0	0
g7635	4	200	19
g7636	9	450	117.89
g7637	10	500	96
g7638	0	0	0
g7639	1	50	208
g7640	0	0	0
g7641	0	0	0
g7642	0	0	0
g7643	0	0	0
g7644	0	0	0
g7645	0	0	0
g7646	46	2300	22.09
g7647	0	0	0
g7648	8	400	190.38
g7649	0	0	0
g7650	0	0	0
g7651	96	4800	0.25
g7652	0	0	0
g7653	0	0	0
g7654	10	500	0
g7655	0	0	0
g7656	0	0	0
g7657	11	550	0.27
g7658	70	3500	19.07
g7659	64	3200	95.44
g7660	0	0	0
g7661	0	0	0
g7662	1	50	176
g7663	0	0	0
g7664	183	9150	0.42
g7665	0	0	0
g7666	0	0	0
g7667	0	0	0
g7668	7	350	0.14
g7669	0	0	0
g7670	0	0	0
g7672	0	0	0
g7673	0	0	0
g7674	0	0	0
g7676	7	350	196.29
g7677	0	0	0
g7678	0	0	0
g7679	0	0	0
g7680	0	0	0
g7681	1	50	0
g7682	152	7600	0.11
g7683	34	1700	0.21
g7684	0	0	0
g7685	29	1450	0.14
g7686	12	600	0.42
g7687	3	150	193.33
g7688	0	0	0
g7689	2	100	157.5
g7690	0	0	0
g7691	0	0	0
g7692	118	5900	29.45
g7693	16	800	2.44
g7694	5	250	153
g7695	2	100	0
g7696	44	2200	285.73
g7697	4	200	284
g7698	88	4400	72.68
g7699	40	2000	106.78
g7700	12	600	3.75
g7701	5	250	0
g7702	0	0	0
g7703	0	0	0
g7704	0	0	0
g7705	0	0	0
g7706	0	0	0
g7707	0	0	0
g7708	0	0	0
g7709	2	100	0
g7710	15	750	0.13
g7711	42	2100	0
g7712	0	0	0
g7713	0	0	0
g7714	0	0	0
g7715	0	0	0
g7716	0	0	0
g7718	37	1850	0.14
g7719	0	0	0
g7720	0	0	0
g7721	102	5100	0.03
g7722	0	0	0
g7723	3	150	0
g7724	40	2000	16.48
g7725	35	1750	0.11
g7726	0	0	0
g7727	0	0	0
g7728	4	200	183.25
g7729	0	0	0
g7730	62	3100	0.06
g7731	8	400	0.12
g7732	130	6500	0.15
g7733	5	250	0
g7734	69	3450	0.28
g7735	0	0	0
g7736	33	1650	0.06
g7737	12	600	0.42
g7738	0	0	0
g7739	83	4150	6.27
g7740	0	0	0
g7741	0	0	0
g7742	0	0	0
